manufacturer_code,model_no,model_name,model_version,engine_count,engine_type,aircraft_desc,description,wtc,tdesig,wtg
BOEING,BBJ (737 MAX 9),,,2,Jet,LandPlane,L2J,M,B39M,D
BOEING,451,Scout,,1,Piston,LandPlane,L1P,L,YL15,G
BOEING,YL-15,Scout,,1,Piston,LandPlane,L1P,L,YL15,G
BOEING,,Scout,,1,Piston,LandPlane,L1P,L,YL15,G
BOEING,747-400,,,4,Jet,LandPlane,L4J,H,B744,B
BOEING,40,,,1,Piston,LandPlane,L1P,L,BO40,
BOEING,MQ-25 Stingray,,,1,Jet,LandPlane,L1J,M,Q25,
BOEING,,Stingray,,1,Jet,LandPlane,L1J,M,Q25,
BOEING,KC-46 Pegasus,,,2,Jet,LandPlane,L2J,H,B762,C
BOEING,,Pegasus,,2,Jet,LandPlane,L2J,H,B762,C
BOEING,T-7,Red Hawk,,1,Jet,LandPlane,L1J,M,BT7,
BOEING,,Red Hawk,,1,Jet,LandPlane,L1J,M,BT7,
BOEING,BTX-1,,,1,Jet,LandPlane,L1J,M,BT7,
BOEING,737-7,,,2,Jet,LandPlane,L2J,M,B37M,D
BOEING,737-8,,,2,Jet,LandPlane,L2J,M,B38M,D
BOEING,737-9,,,2,Jet,LandPlane,L2J,M,B39M,D
BOEING,737-10,,,2,Jet,LandPlane,L2J,M,B3XM,
BOEING,737 MAX 10,,,2,Jet,LandPlane,L2J,M,B3XM,
BOEING,737 MAX 8200,,,2,Jet,LandPlane,L2J,M,B38M,
BOEING,737-8200,,,2,Jet,LandPlane,L2J,M,B38M,
